
 154.2302414  129.1026385  174.3894507 
 132.1333383  121.6055807  160.7686291 
 155.0319129  119.2870923  146.2410664 
  97.6131249   88.2833319  139.9076589 
 117.4620764  106.2051599  156.2034005 
 112.1753320  100.5036466  149.9297892 
 130.9642142  109.6914635  140.8826355 
 114.6318870  102.2759052  149.9344905 
 142.6852249  127.3805256  168.4679909 
 154.3076235  123.8272111  161.0951989 
 100.6513222   78.0594751  122.9320159 
 129.5777580  130.7699553  170.5848536 
 124.5823125  105.0208666  160.4166545 
 135.7730148  119.1689478  153.0442170 
  84.8159097   93.1974691  155.1442148 
 136.0521266  116.7643903  158.5227291 
 139.4661231  127.6860751  145.8161548 
 112.4224404   84.6253510  114.7064986 
 140.2510103  128.8988527  160.7368152 
 113.2846099  119.8466788  165.3835923 
 140.4647001  132.3260960  185.5681782 
  75.4470900   84.3810054  154.0275785 
 125.4616683  120.2850220  170.6612930 
  87.1604087   82.9023826  119.3640573 
  81.0081661   80.4335883  120.4319685 
  81.6145937   83.3085617  150.6703135 
 106.9553635  103.1845076  102.6771094 
 128.2000695  119.6457775  167.1979381 
  67.0644206   70.1535879  126.5588165 
 111.5433019  104.4425302  147.3362355 
 125.7092255  111.7798502  150.4485088 
 113.8487009   94.5942774  124.9752302 
  90.4768969   83.4286724  136.3677129 
 113.0717692   98.6829144  128.6868193 
  79.7664663   65.5937321  121.8035743 
 137.9568713  125.6300677  168.4921838 
 107.4610073   85.5659275  115.1338231 
 112.4389588   97.1889847  144.8884677 
 147.8211215  114.7207867  133.1547246 
 145.1708400  108.3785405  143.7888593 
  99.3819944   75.7569550  109.9546878 
 130.2751063  121.6710501  148.9933565 
 143.6100687  124.0474828  168.7835578 
 130.6824426  114.8878111  150.7709957 
 106.7579365  102.4882936  162.9391763 
 145.6995706  131.1287018  169.2636035 
  81.5907327   77.5974500  125.8477651 
  85.8412086   60.0597050  105.0156049 
 128.9832377  115.0113106  153.5325561 
 100.7821098   97.2352005  142.1768212 
 104.5090947  107.0953480  177.6335253 
 109.1920154  116.0206866  178.4636830 
 136.7321289  135.8393886  177.0163624 
 120.8955767  100.0503855  148.3482282 
 121.7148786  115.0211189  165.8406140 
 106.9171632  109.7747330  147.3669980 
  90.7024687  101.0307573  166.4041053 
  98.9597927   98.7720582  135.1774970 
 111.9494780  104.1032470  151.6693739 
 108.9812340  107.9436949  155.2193234 
 156.6733284  126.9166006  172.4832132 
 129.6919709  122.2443629  169.6717602 
 156.3485480  147.0670358  194.9878436 
 157.3603680  138.4749275  175.6031172 
 103.0993359  101.5717653  144.1980348 
 109.7391172  117.1186083  181.1741427 
 136.4784848  105.0337994  133.2557144 
 109.2185539   87.7830556  136.4020465 
  75.2007588   87.1412334  146.0774151 
 111.5439141  117.9567525  183.7185706 
 105.9174808  112.5500959  167.7382258 
 103.3130785   89.1635687  147.9017611 
 128.4102893  114.4925031  168.8681479 
 111.9691956   99.4345815  153.1449046 
 107.5517851  101.6411856  151.8409147 
 136.7943221  113.4860946  159.4219932 
 119.2113905   90.3242618  125.3513783 
 118.8824633  119.9342562  179.0273638 
  80.2323339   86.9233690  148.0050835 
 144.1540791  122.1094696  151.7311344 
 144.8069558  124.9811005  175.4816736 
  92.2981481   96.7852910  160.4079295 
 129.7700819  119.6483799  148.2474562 
 145.1978135  126.2338968  154.2898847 
  82.8881645   72.1929028  117.8344958 
 103.9947598  102.2028314  150.5958578 
 144.2014167  133.2683907  182.3070018 
 165.9083410  157.3572805  199.8756526 
 129.0387234  138.2175508  201.1345396 
 133.1332443  125.6526823  170.6243007 
  84.5645061   82.5393966  138.6168375 
  91.0825903   92.3499108  127.2813416 
 116.1271623  114.6820239  169.7986128 
 105.8911094   90.3290042  123.8364608 
 119.6023284  118.2371640  171.8488978 
 136.7346063  122.3383624  179.7961056 
 147.1773849  143.9276229  202.7471878 
 132.0923694  122.0717879  173.9738669 
 127.9339169  117.5814115  155.3648742 
 113.0213294   93.9965457  155.5691539 
  94.2255320   81.8408509  134.7730075 
  92.5342827   83.3083255  141.0249673 
