
 137.1585195  118.6174042  152.7809651 
 146.6235505  122.7792386  161.9776140 
 133.8948975  115.5750831  153.5976192 
 133.3341381  119.4164580  155.1207848 
 143.0178604  127.7806830  166.7100069 
 138.2194806  128.3079949  172.6348320 
 133.6098870  120.4423723  149.4300349 
 141.1007293  122.1407327  153.6567370 
 134.5453820  117.0486368  153.6537727 
 142.2927678  124.0855830  155.1222553 
 137.6984500  121.9640825  161.8494326 
 135.8836126  120.0407783  162.4655527 
 140.7068752  125.5039337  162.3222580 
 139.4703456  123.1122227  155.5814399 
 141.4024078  125.3790764  157.4767866 
 140.8315443  123.5839120  173.6490389 
 141.4983538  123.7442990  155.1950659 
 143.9510678  127.2322521  168.7315029 
 132.0301913  117.6834267  156.7064097 
 136.1321118  125.6540892  168.5129416 
 137.9970813  118.7932268  160.1426948 
 136.2039034  122.6882127  161.4126575 
 134.2756255  120.3899214  162.0545583 
 131.6122453  119.5476764  161.0651270 
 135.3791198  118.6463069  159.8062848 
 139.2006735  124.1445810  158.9154511 
 144.6965418  122.4368969  157.9843291 
 147.2911358  123.3481307  162.1356048 
 131.9877833  120.2598891  163.5537738 
 129.0378070  118.1326686  156.3071139 
 145.3834038  128.3617241  160.6987681 
 137.1964595  122.3197295  157.5843839 
 139.3593905  126.6534269  160.3080334 
 148.0667793  126.6089200  171.5822180 
 140.3758323  125.2611199  159.9022929 
 140.3912172  120.5221848  149.9308207 
 143.6837692  126.7540128  169.3148849 
 129.1843182  118.8976372  154.4131498 
 135.2564847  120.9703821  153.0470026 
 132.6544114  112.3147007  155.5602528 
 128.8388367  114.8510098  148.4847211 
 137.6459980  122.9206864  162.7549177 
 139.1004282  119.9638108  162.0673219 
 140.0947073  126.3519896  162.8934199 
 142.9471881  120.0233461  159.4344584 
 142.9789714  124.8878411  160.7950616 
 145.2485597  128.4765904  165.5880651 
 140.8063289  124.0088305  165.1217750 
 138.4340812  121.0628698  160.9612266 
 132.8005739  116.4369948  158.2534415 
 131.3553036  120.4840809  153.8381103 
 136.6853434  124.2919279  158.0911586 
 144.3176179  123.5577240  159.0113917 
 132.2052070  116.0619855  154.3411498 
 142.7438258  119.5674781  163.7425442 
 138.8257617  118.4897585  158.3157432 
 141.2326541  123.1605054  154.8165857 
 138.6080813  119.8867663  154.6993508 
 132.8956879  121.8383808  152.3766303 
 137.8234944  123.4415486  161.3179495 
 142.0362359  124.2031806  159.6559107 
 137.4930092  119.8694371  155.7718640 
 143.6953075  124.3094685  159.9499059 
 134.5387675  114.0343378  144.8795606 
 136.9703257  126.1732478  152.9213355 
 137.9423271  125.9594862  151.7888756 
 138.7177447  120.7987627  156.2692276 
 139.3657582  123.3954590  154.5381210 
 138.0099278  122.8666424  161.3245890 
