
   0.0000000    0.0000001    0.0000000    0.0000000    0.0000001 
   1.0000000    0.0000001    0.0000000    0.0000000    0.0000001 
   2.0000000    0.0000001    0.0000000    0.0000000    0.0000001 
   3.0000000    0.0000001    0.0000000    0.0000000    0.0000001 
   4.0000000    0.0000001    0.0000000    0.0000000    0.0000001 
   5.0000000    0.0000001    0.0000000    0.0000000    0.0000001 
   6.0000000    0.0000001    0.0000000    0.0000000    0.0000001 
   7.0000000    0.0000002    0.0000000    0.0000000    0.0000002 
   8.0000000    0.0000002    0.0000000    0.0000000    0.0000002 
   9.0000000    0.0000002    0.0000000    0.0000000    0.0000002 
  10.0000000    0.0000002    0.0000000    0.0000000    0.0000002 
  11.0000000    0.0000003    0.0000000    0.0000000    0.0000003 
  12.0000000    0.0000003    0.0000000    0.0000000    0.0000003 
  13.0000000    0.0000003    0.0000000    0.0000000    0.0000003 
  14.0000000    0.0000004    0.0000000    0.0000000    0.0000004 
  15.0000000    0.0000004    0.0000000    0.0000000    0.0000004 
  16.0000000    0.0000005    0.0000000    0.0000000    0.0000005 
  17.0000000    0.0000005    0.0000000    0.0000000    0.0000005 
  18.0000000    0.0000006    0.0000000    0.0000000    0.0000006 
  19.0000000    0.0000007    0.0000000    0.0000000    0.0000007 
  20.0000000    0.0000007    0.0000000    0.0000000    0.0000007 
  21.0000000    0.0000008    0.0000000    0.0000000    0.0000008 
  22.0000000    0.0000009    0.0000000    0.0000000    0.0000009 
  23.0000000    0.0000010    0.0000000    0.0000000    0.0000010 
  24.0000000    0.0000012    0.0000000    0.0000000    0.0000012 
  25.0000000    0.0000013    0.0000000    0.0000000    0.0000013 
  26.0000000    0.0000015    0.0000000    0.0000000    0.0000015 
  27.0000000    0.0000016    0.0000000    0.0000000    0.0000016 
  28.0000000    0.0000018    0.0000000    0.0000000    0.0000018 
  29.0000000    0.0000020    0.0000000    0.0000000    0.0000020 
  30.0000000    0.0000022    0.0000000    0.0000000    0.0000022 
  31.0000000    0.0000025    0.0000000    0.0000000    0.0000025 
  32.0000000    0.0000028    0.0000000    0.0000000    0.0000028 
  33.0000000    0.0000031    0.0000000    0.0000000    0.0000031 
  34.0000000    0.0000034    0.0000000    0.0000000    0.0000034 
  35.0000000    0.0000038    0.0000000    0.0000000    0.0000037 
  36.0000000    0.0000042    0.0000000    0.0000000    0.0000041 
  37.0000000    0.0000046    0.0000000    0.0000000    0.0000046 
  38.0000000    0.0000051    0.0000000    0.0000000    0.0000051 
  39.0000000    0.0000056    0.0000000    0.0000000    0.0000056 
  40.0000000    0.0000062    0.0000000    0.0000000    0.0000062 
  41.0000000    0.0000068    0.0000000    0.0000000    0.0000068 
  42.0000000    0.0000075    0.0000000    0.0000000    0.0000075 
  43.0000000    0.0000083    0.0000000    0.0000000    0.0000082 
  44.0000000    0.0000091    0.0000000    0.0000000    0.0000091 
  45.0000000    0.0000100    0.0000000    0.0000000    0.0000100 
  46.0000000    0.0000110    0.0000001    0.0000000    0.0000109 
  47.0000000    0.0000121    0.0000001    0.0000000    0.0000120 
  48.0000000    0.0000133    0.0000001    0.0000000    0.0000132 
  49.0000000    0.0000146    0.0000002    0.0000000    0.0000144 
  50.0000000    0.0000161    0.0000003    0.0000000    0.0000158 
  51.0000000    0.0000177    0.0000004    0.0000000    0.0000172 
  52.0000000    0.0000195    0.0000006    0.0000000    0.0000188 
  53.0000000    0.0000215    0.0000009    0.0000000    0.0000206 
  54.0000000    0.0000237    0.0000013    0.0000000    0.0000224 
  55.0000000    0.0000263    0.0000018    0.0000000    0.0000245 
  56.0000000    0.0000292    0.0000026    0.0000000    0.0000266 
  57.0000000    0.0000326    0.0000036    0.0000000    0.0000290 
  58.0000000    0.0000366    0.0000050    0.0000000    0.0000315 
  59.0000000    0.0000412    0.0000069    0.0000000    0.0000343 
  60.0000000    0.0000467    0.0000095    0.0000000    0.0000372 
  61.0000000    0.0000532    0.0000129    0.0000000    0.0000404 
  62.0000000    0.0000611    0.0000173    0.0000000    0.0000438 
  63.0000000    0.0000706    0.0000232    0.0000000    0.0000474 
  64.0000000    0.0000822    0.0000309    0.0000000    0.0000513 
  65.0000000    0.0000963    0.0000408    0.0000000    0.0000555 
  66.0000000    0.0001135    0.0000536    0.0000000    0.0000600 
  67.0000000    0.0001346    0.0000698    0.0000000    0.0000647 
  68.0000000    0.0001602    0.0000904    0.0000000    0.0000699 
  69.0000000    0.0001915    0.0001162    0.0000000    0.0000753 
  70.0000000    0.0002295    0.0001484    0.0000000    0.0000811 
  71.0000000    0.0002755    0.0001882    0.0000000    0.0000873 
  72.0000000    0.0003309    0.0002370    0.0000000    0.0000939 
  73.0000000    0.0003974    0.0002965    0.0000000    0.0001009 
  74.0000000    0.0004767    0.0003683    0.0000000    0.0001084 
  75.0000000    0.0005708    0.0004545    0.0000000    0.0001163 
  76.0000000    0.0006816    0.0005569    0.0000000    0.0001247 
  77.0000000    0.0008114    0.0006778    0.0000000    0.0001336 
  78.0000000    0.0009623    0.0008193    0.0000000    0.0001430 
  79.0000000    0.0011366    0.0009836    0.0000000    0.0001530 
  80.0000000    0.0013362    0.0011727    0.0000000    0.0001635 
  81.0000000    0.0015633    0.0013887    0.0000000    0.0001746 
  82.0000000    0.0018194    0.0016331    0.0000000    0.0001863 
  83.0000000    0.0021062    0.0019075    0.0000000    0.0001986 
  84.0000000    0.0024245    0.0022128    0.0000000    0.0002116 
  85.0000000    0.0027747    0.0025494    0.0000000    0.0002253 
  86.0000000    0.0031568    0.0029171    0.0000000    0.0002397 
  87.0000000    0.0035699    0.0033151    0.0000000    0.0002547 
  88.0000000    0.0040122    0.0037416    0.0000000    0.0002705 
  89.0000000    0.0044813    0.0041942    0.0000000    0.0002871 
  90.0000000    0.0049738    0.0046694    0.0000000    0.0003044 
  91.0000000    0.0054854    0.0051629    0.0000000    0.0003226 
  92.0000000    0.0060110    0.0056695    0.0000000    0.0003415 
  93.0000000    0.0065447    0.0061834    0.0000000    0.0003613 
  94.0000000    0.0070796    0.0066977    0.0000000    0.0003819 
  95.0000000    0.0076086    0.0072053    0.0000000    0.0004033 
  96.0000000    0.0081241    0.0076984    0.0000000    0.0004257 
  97.0000000    0.0086179    0.0081690    0.0000000    0.0004489 
  98.0000000    0.0090822    0.0086092    0.0000000    0.0004730 
  99.0000000    0.0095092    0.0090112    0.0000000    0.0004980 
 100.0000000    0.0098913    0.0093674    0.0000000    0.0005239 
 101.0000000    0.0102220    0.0096713    0.0000000    0.0005507 
 102.0000000    0.0104952    0.0099168    0.0000000    0.0005785 
 103.0000000    0.0107061    0.0100990    0.0000000    0.0006071 
 104.0000000    0.0108510    0.0102143    0.0000000    0.0006367 
 105.0000000    0.0109276    0.0102604    0.0000000    0.0006672 
 106.0000000    0.0109349    0.0102363    0.0000000    0.0006986 
 107.0000000    0.0108734    0.0101424    0.0000000    0.0007309 
 108.0000000    0.0107450    0.0099808    0.0000001    0.0007641 
 109.0000000    0.0105530    0.0097547    0.0000002    0.0007982 
 110.0000000    0.0103022    0.0094685    0.0000006    0.0008331 
