
  70.9470140    0.0000000
  74.7560565    0.0000000
  78.5650991    7.0000000
  82.3741416   10.0000000
  86.1831842   11.0000000
  89.9922267   16.0000000
  93.8012693   27.0000000
  97.6103118   31.0000000
 101.4193544   32.0000000
 105.2283969   39.0000000
 109.0374395   39.0000000
 112.8464820   45.0000000
 116.6555246   20.0000000
 120.4645671   33.0000000
 124.2736097   62.0000000
 128.0826523  126.0000000
 131.8916948  163.0000000
 135.7007374   84.0000000
 139.5097799   33.0000000
 143.3188225   20.0000000
 147.1278650   13.0000000
 150.9369076    7.0000000
 154.7459501   12.0000000
 158.5549927    9.0000000
 162.3640352    6.0000000
 166.1730778   13.0000000
 169.9821203   10.0000000
 173.7911629    6.0000000
 177.6002054    5.0000000
 181.4092480    7.0000000
 185.2182905    7.0000000
 189.0273331    9.0000000
 192.8363757    4.0000000
 196.6454182    1.0000000
 200.4544608    1.0000000
 204.2635033    7.0000000
 208.0725459    3.0000000
 211.8815884    4.0000000
 215.6906310    6.0000000
 219.4996735    2.0000000
 223.3087161    7.0000000
 227.1177586    7.0000000
 230.9268012    0.0000000
 234.7358437    1.0000000
 238.5448863    4.0000000
 242.3539288    0.0000000
 246.1629714    0.0000000
